symbol,side,entry,tp,sl,updates
RENDER,LONG,3.0585,3.14 | 3.419,2.0,"$RENDER TP1 DONE @sn06 Notif | $FLOKI 1R up booking tp1 here ❤️ @sn06 Notif | $FET LONG TRADE @sn06 Notif
EP 0.493
SL 2H CLOSE BELOW 0.47
TP 0.515 | closing $fet at breakeven here and going to sleep @sn06 Notif | aave looks like close to filling
wif spot 15% up running to TP | changed my op TP1 to 0.89, its 0.9R but would prefer a safer target rn @sn06 Notif | $OP TP1 DONE @sn06 Notif
almost 1r like 0.95R"
TIA,LONG,4.6385,3.416 | 3.905,3.136,"$JUP LONG TRADE @sn06 Notif 

EP 0.5137
SL 2h close below 0.4942
TP 0.533, 0.59 | $JUP TP1 @sn06 Notif
GM ☕️"
RENDER,SHORT,3.419,3.243,3.595,"booked my full TP on $JUP here @sn06 Notif
about 2R total this trade | $JTO LIMIT SHORT @sn06 Notif

EP 2.3592
SL 1h close above 2.4646
TP 2.254, 1.833"
ICP,SHORT,6.37,6.1 | 5.6,6.643,"$ICP book tp1 here @sn06 Notif | ICP booked full tp here @sn06 Notif
total profit on this trade is 1R since we only risked 0.5r | setting my TP1 to 21.442 for AVAX @sn06 Notif"
SUI,LONG,4.15795,2.4 | 2.66,2.227,"SUI TP changed to 2.3794 @sn06 Notif | Booked TP full position $SUI @sn06 Notif

0.7R | TP hit"
LDO,LONG,0.865,0.898 | 1.05,0.8337,"Close $LDO at breakeven will wait next 4h close to re enter @sn06 Notif
@sn06 Notif | $AAVE TP1 DONE @sn06 Notif | $ONDO 2.5% up move sl to breakeven @sn06 Notif | $ONDO TP1 DONE @sn06 Notif | $ONDO booked full position here @sn06 Notif
total 1R if you held 10-20% after tp1"
WIF,LONG,0.3619,0.383 | 0.439,0.3361,set $WIF TP1 to 0.383 @sn06 Notif | $WIF holding full setup with the tp1 I mentioned before no change @sn06 Notif | $WIF move stop breakeven @sn06 Notif | $WIF TP1 DONE @sn06 Notif
LDO,LONG,0.81,0.844,0.776,"3% up moving my sl to be @sn06 Notif | $LDO TP1 BOOKED @sn06 Notif | tp1 hit for those that couldnt book same time as me @sn06 Notif
drop pnls in #「💸arena-testimonials」"
JTO,LONG,1.693,1.758 | 0.7,1.628,$TON TP1 BOOKED @sn06 Notif
LDO,LONG,0.6308,0.6499,0.617,
TAO,LONG,199.34,209.0 | 230.4,189.48,@sn06 Notif change bigtime TP to 0.05273 exactly 1R after both entrys filled | move sl to be almost at tp @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif | $BTC move stop breakeven ❤️ @sn06 Notif | $BTC 1R UP TP1 HERE @sn06 Notif | $BTC set my full TP to 83990 will close my full position there. @sn06 Notif | $BTC FULL TP @sn06 Notif
AAVE,SHORT,148.45,144.77 | 136.72,151.9,"$AAVE TP1 DONE @sn06 Notif | $AAVE FULL TP @sn06 Notif | will count it as 1R personally I held a 25% runner to full TP @sn06 Notif | $BIGTIME SHORT TRADE 0.5R @sn06 Notif

EP 0.689
SL 0.07107
TP 0.067, 0.0624 | move sl breakeven and wait for tp1 @sn06 Notif | $BIGTIME TP1 DONE @sn06 Notif"
LDO,SHORT,0.704,0.6825 | 0.65,0.7268,"$LDO TP1 HIT @sn06 Notif
#「💸arena-testimonials」"
ETH,LONG,1583.0,1637.0 | 1742.0,1533.0,"missed our tp1 by a bit but hit 1r, if you wasnt able to book at 1r wait for TP to hit @sn06 Notif"
INJ,SHORT,8.952,8.6 | 7.84,9.314,"$INJ TP1 @sn06 Notif | $OP LIMIT @sn06 Notif 
EP 0.66
SL 0.6367
TP 0.682, 0.706"
BTC,SHORT,91100.0,87900.0 | 85444.0,94267.0,
FET,SHORT,0.6311,0.602 | 0.573,0.66,"$FET stop breakeven ❤️ @sn06 Notif | GM $FET stopped be after 4% down and tp faded😩 @sn06 Notif | April trade results @sn06 Notif 

AAVE limit long tp1 ✅
ONDO long full tp ✅
WIF long tp1 ✅
LDO long tp1 ✅
TON long tp1 ✅
API3 long stopped ❌
LDO long stopped ❌
BIGTIME long tp2 ✅
BTC long tp2 ✅
AAVE short full tp ✅
BIGTIME short tp1 ✅
LDO  short tp1 ✅
ETH long 1r stopped be ✅
INJ short tp1 ✅
BTC short stopped ❌
FET short 1r stopped be ✅
LTC spot 23% ✅ | $OP TP HIT @sn06 Notif"
ICP,LONG,5.316,4.76 | 5.229,2.0,"studying dark psychology to send icp to tp | tp1 on $LTC spot 35% up at resistance @sn06 Notif
sold half pos"
ETH,LONG,2512.5,2596.0 | 2820.0,2446.0,$ETH TP1 booked from 2nd entry 0.7r @sn06 Notif
TIA,LONG,2.622,2.78 | 3.16,2.495,TIA TP1 BOOKED @sn06 Notif
ONDO,LONG,0.9,0.9371 | 1.0192,0.863,ONDO TP1 SMASHED @sn06 Notif | Gm. $Ondo did tp1 and 8% then stopped be 😭 @sn06 Notif | GMX stop be will call manual tp at 1r @sn06 Notif | tp1 booked @sn06 Notif
BTC,SHORT,106750.0,103730.0 | 97683.0,109250.0,
AAVE,SHORT,257.94,243.0,270.6,"tp1 booked @sn06 Notif | Gn moved my tp1 to 1R 0.547 @sn06 Notif | $JUP TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | $JUP FULL TP @sn06 Notif | $TON TP1 SMASHED @sn06 Notif | $TON FULL TP @sn06 Notif"
ONDO,LONG,0.864,0.893 | 1.109,0.8345,"$LDO TP1 DONE @sn06 Notif
#「💸arena-testimonials」 | @sn06 Notif May trade results

OP long TP1 ✅
ICP long SL ❌
GMX long TP1 ✅
ETH long TP1 ✅
APT long stopped be
TIA long TP1 ✅
ONDO long TP1 ✅
GMX long TP1 ✅
BTC short SL ❌
AAVE short TP1 ✅
JUP long FULL TP ✅
TON long FULL TP ✅
ONDO long SL ❌
LDO long TP1 ✅
JUP long running 3% up

PYTH spot -5% ❌
PI spot +31% ✅

Trades 16
Winrate 73.3%"
JUP,LONG,0.46,0.478 | 0.535,0.4423,"@sn06 Notif $XAU anaylsis

Clean break out, 
touched key level and very close to retest

Will wait daily close and look for a long to ATH
@sn06 Notif May trade results

OP long TP1 ✅
ICP long SL ❌
GMX long TP1 ✅
ETH long TP1 ✅
APT long stopped be
TIA long TP1 ✅
ONDO long TP1 ✅
GMX long TP1 ✅
BTC short SL ❌
AAVE short TP1 ✅
JUP long FULL TP ✅
TON long FULL TP ✅
ONDO long SL ❌
LDO long TP1 ✅
JUP long running 3% up

PYTH spot -5% ❌
PI spot +31% ✅

Trades 16
Winrate 73.3%"
JUP,LONG,0.46,0.478 | 0.535,0.4423,
